lat,lng,RouteId,RouteVarId
"[10.75125313, 10.75123787, 10.75102711, 10.75098515, 10.75103283, 10.75155449, 10.75217628, 10.75330448, 10.75333595, 10.7533884, 10.75333118, 10.75333118, 10.75333118, 10.75333118, 10.75333118, 10.75333118, 10.75333118, 10.7533884, 10.75357342, 10.75364685, 10.75414753, 10.75416851, 10.75460625, 10.75460625, 10.75535965, 10.75535965, 10.75535965, 10.75567055, 10.75567055, 10.75567055, 10.75624466, 10.75662422, 10.75661373, 10.75675583, 10.75671387, 10.75671387, 10.75677204, 10.75710392, 10.75712013, 10.75745678, 10.75737762, 10.75752068, 10.75844288, 10.75837421, 10.75837421, 10.75843716, 10.7591753, 10.75913811, 10.75913811, 10.75913811, 10.75913811, 10.75920677, 10.76073456, 10.76073456, 10.76067162, 10.76073456, 10.761199, 10.76226902, 10.76229191, 10.76229191, 10.76229191, 10.76229191, 10.76226902, 10.76449299, 10.76450253, 10.76450253, 10.76450253, 10.76450253, 10.76450253, 10.76449299, 10.76527214, 10.7654047, 10.76557255, 10.76566219, 10.76625824, 10.76621437, 10.76621437, 10.76621437, 10.76621437, 10.76621437, 10.76628971, 10.76873493, 10.76870918, 10.76870918, 10.76870918, 10.76870918, 10.76876163, 10.77190208, 10.77184963, 10.77184963, 10.77192307, 10.77426815, 10.77423668, 10.77566528, 10.77709675, 10.77709675, 10.77908993, 10.78108788, 10.78108788, 10.78282642, 10.7842598, 10.78424358, 10.78522396, 10.78621483, 10.78622055, 10.78966141, 10.78959846, 10.78964043, 10.79070473, 10.79066944, 10.79066944, 10.79066944, 10.79071999, 10.79346085, 10.79344463, 10.79341793, 10.79341793, 10.79341793, 10.79341793, 10.79344463, 10.7954731, 10.79655933, 10.79653263, 10.79653263, 10.79653263, 10.79653263, 10.79653263, 10.79658031, 10.79716492, 10.7977972, 10.79839802, 10.79899883, 10.79899883, 10.79899883, 10.79899883, 10.7990036, 10.80064297, 10.80091667, 10.80112267, 10.80129623, 10.80125904, 10.80092239, 10.80082703, 10.80082703, 10.80091667, 10.80048466, 10.8004694, 10.80020523, 10.79995823, 10.79961491, 10.79953098, 10.79953098, 10.79959965, 10.79865646, 10.79865646, 10.79852486, 10.79852486, 10.79852486, 10.79802418, 10.79780293, 10.79781342, 10.79788208, 10.79815578, 10.79908276, 10.79962063, 10.80010033, 10.80010509, 10.80097485, 10.80097485, 10.80171204, 10.80169678, 10.80206013, 10.80201244, 10.80255032, 10.80267143, 10.80269814, 10.80306149, 10.80375671, 10.80405712, 10.80534267, 10.8065443, 10.80784607, 10.8088789, 10.80995369, 10.81459045, 10.81659317, 10.81715107, 10.81926441, 10.81926441, 10.82070255, 10.82234669, 10.82437038, 10.82604504, 10.82604504, 10.83004475, 10.83005524, 10.83324909, 10.83324909, 10.83324909, 10.83324909, 10.83324909, 10.83544827, 10.83574009, 10.83824825, 10.83878613, 10.83878613, 10.83878613, 10.83878613, 10.83921242, 10.84014988, 10.84061909, 10.84161472, 10.84165192, 10.84165192, 10.84161472, 10.8421154, 10.84389114, 10.84387493, 10.844697, 10.84507656, 10.84549809, 10.8457346, 10.84600925, 10.84641933, 10.84676743, 10.84785271, 10.84788799, 10.84785271, 10.84903812, 10.84952259, 10.8500185, 10.85001278, 10.85061359, 10.85049725, 10.85049248, 10.8504715, 10.85085583, 10.8507185, 10.85072422, 10.85047626, 10.8503294, 10.84988117, 10.84975433, 10.84974957, 10.84974384, 10.8497076, 10.84967041, 10.84967041, 10.84969139, 10.84958649, 10.84955502, 10.84935474, 10.84897995, 10.84996605, 10.84996605, 10.85093975, 10.85140419, 10.85336876, 10.856493, 10.85639763, 10.85639763, 10.85647202, 10.85693073, 10.85747814, 10.85851097, 10.85851097, 10.85851097, 10.86289406, 10.86297894, 10.86302567, 10.86299992, 10.86294651, 10.8628521, 10.86265182, 10.86243629, 10.86219883, 10.86201954, 10.86186695, 10.86174583, 10.8616724, 10.86159801, 10.86161423, 10.86172485, 10.86183548, 10.86196136, 10.86315727, 10.86463261, 10.86521244, 10.86620235, 10.86659241, 10.86696053, 10.86696053, 10.86696053, 10.86690903, 10.86716652, 10.86730862, 10.86753559, 10.86773014, 10.86796188, 10.86818314, 10.86818314]","[106.652565, 106.65223694, 106.65193176, 106.6509552, 106.65048981, 106.65049744, 106.65055084, 106.65071869, 106.65180206, 106.65232849, 106.65233612, 106.65233612, 106.65233612, 106.65233612, 106.65233612, 106.65233612, 106.65233612, 106.65232086, 106.65363312, 106.65394592, 106.65673065, 106.65673065, 106.65920258, 106.65921783, 106.66319275, 106.66319275, 106.66319275, 106.66468048, 106.66468048, 106.66468048, 106.66761017, 106.66954041, 106.66979218, 106.67047882, 106.67049408, 106.67049408, 106.67049408, 106.67215729, 106.67218018, 106.67391205, 106.67407227, 106.67423248, 106.67655182, 106.67657471, 106.67657471, 106.67655182, 106.6783905, 106.67845154, 106.67845154, 106.67845154, 106.67845154, 106.67845917, 106.68228912, 106.68228912, 106.68231964, 106.68228912, 106.68341827, 106.68300629, 106.68305206, 106.68305206, 106.68305206, 106.68305206, 106.68299103, 106.68211365, 106.68215942, 106.68215942, 106.68215942, 106.68215942, 106.68215942, 106.68210602, 106.68180084, 106.68190002, 106.68183136, 106.6818924, 106.68245697, 106.68253326, 106.68253326, 106.68253326, 106.68253326, 106.68253326, 106.68247223, 106.68489838, 106.68502045, 106.68502045, 106.68502045, 106.68502045, 106.68493652, 106.68782806, 106.6879425, 106.6879425, 106.6878891, 106.69010162, 106.69006348, 106.6914444, 106.69275665, 106.69275665, 106.69455719, 106.69638824, 106.69638062, 106.69801331, 106.69944763, 106.69946289, 106.70038605, 106.70133972, 106.7013092, 106.7045517, 106.70458984, 106.70452881, 106.70552063, 106.70559692, 106.70559692, 106.70559692, 106.70552826, 106.70809174, 106.70813751, 106.70815277, 106.70815277, 106.70815277, 106.70815277, 106.70807648, 106.71000671, 106.71048737, 106.71057129, 106.71057129, 106.71057129, 106.71057129, 106.71057129, 106.71048737, 106.71073914, 106.71091461, 106.71105957, 106.71113586, 106.71120453, 106.71120453, 106.71120453, 106.71112061, 106.71128845, 106.71143341, 106.71165466, 106.71192169, 106.71278381, 106.71426392, 106.71425629, 106.71425629, 106.71427917, 106.71557617, 106.71599579, 106.71655273, 106.71675873, 106.71742249, 106.71740723, 106.71740723, 106.71746063, 106.71907806, 106.71928406, 106.71949768, 106.71949768, 106.71949768, 106.72050476, 106.72158051, 106.72195435, 106.72279358, 106.72422028, 106.72920227, 106.73218536, 106.73417664, 106.73419189, 106.73887634, 106.73888397, 106.74290466, 106.74291992, 106.74477386, 106.74632263, 106.7474823, 106.74808502, 106.74806976, 106.7494278, 106.75114441, 106.75174713, 106.75345612, 106.75455475, 106.75546265, 106.75601959, 106.75642395, 106.75728607, 106.75765228, 106.75786591, 106.75827026, 106.758255, 106.75850677, 106.75889587, 106.75972748, 106.76072693, 106.76071167, 106.76303101, 106.76299286, 106.76477814, 106.76477814, 106.76477814, 106.76477814, 106.76477814, 106.76596069, 106.76545715, 106.76687622, 106.766716, 106.766716, 106.766716, 106.766716, 106.76644897, 106.7660141, 106.76560974, 106.7641449, 106.76417542, 106.76417542, 106.76412201, 106.76351166, 106.76242065, 106.76242065, 106.76186371, 106.76164246, 106.76152039, 106.7614975, 106.76139832, 106.76118469, 106.76095581, 106.7600174, 106.76005554, 106.7600174, 106.75895691, 106.7587738, 106.75872803, 106.75872803, 106.75869751, 106.76091766, 106.76093292, 106.76195526, 106.76277161, 106.76441956, 106.76444244, 106.76706696, 106.76733398, 106.7677002, 106.76818085, 106.76911926, 106.769104, 106.77095795, 106.77162933, 106.77191925, 106.77193451, 106.77230072, 106.77326202, 106.77365112, 106.774086, 106.77506256, 106.77506256, 106.77618408, 106.77680206, 106.78009033, 106.78533173, 106.78538513, 106.78538513, 106.78534698, 106.78619385, 106.78710175, 106.78887177, 106.78887177, 106.78887177, 106.7961731, 106.79646301, 106.79677582, 106.79697418, 106.79711914, 106.79724884, 106.7973938, 106.7974472, 106.79743195, 106.7973938, 106.7973175, 106.79720306, 106.79705811, 106.79680634, 106.79656982, 106.79629517, 106.79615784, 106.79605865, 106.79530334, 106.79434204, 106.79389191, 106.79259491, 106.79188538, 106.79109955, 106.79109955, 106.79109955, 106.79107666, 106.7900238, 106.78826141, 106.78809357, 106.78779602, 106.78771973, 106.78775024, 106.78744507]",6,1
"[10.86818314, 10.86798286, 10.86777306, 10.86760426, 10.86741447, 10.86710835, 10.8670826, 10.86701393, 10.86691189, 10.86691189, 10.86691189, 10.86686611, 10.86670876, 10.86647701, 10.86620235, 10.86591816, 10.86557007, 10.86517048, 10.86473846, 10.86404228, 10.86308384, 10.86204052, 10.86120796, 10.86079693, 10.86046028, 10.86054516, 10.86054516, 10.86054516, 10.86054516, 10.86054516, 10.86047649, 10.85861111, 10.85871601, 10.85871601, 10.85871601, 10.85871601, 10.85871601, 10.85871601, 10.85863209, 10.85754108, 10.85640907, 10.85648346, 10.85648346, 10.85648346, 10.85648346, 10.85648346, 10.85648346, 10.85648346, 10.85643482, 10.85508633, 10.85380077, 10.85110378, 10.849823, 10.84965992, 10.84977627, 10.84987068, 10.84987068, 10.84987068, 10.84987068, 10.84987068, 10.84971237, 10.8497591, 10.84974957, 10.84980488, 10.84980488, 10.84980488, 10.84980488, 10.84980488, 10.84980488, 10.84976006, 10.84977055, 10.84987068, 10.85044003, 10.85050297, 10.85055637, 10.85055637, 10.85055637, 10.85055637, 10.85055637, 10.85055637, 10.85050774, 10.85064507, 10.85076141, 10.85080814, 10.85080814, 10.85080814, 10.85080814, 10.85080814, 10.85075092, 10.85088253, 10.8504715, 10.85056114, 10.85064507, 10.85064507, 10.85064507, 10.85064507, 10.85054493, 10.85063457, 10.85059738, 10.85025501, 10.84971809, 10.84973907, 10.84972286, 10.84972286, 10.84972286, 10.84971809, 10.84944439, 10.84896469, 10.84822655, 10.84820747, 10.84820747, 10.84820747, 10.84823227, 10.84720516, 10.84683609, 10.84599304, 10.84543991, 10.84521866, 10.84468651, 10.84415913, 10.84410667, 10.84410667, 10.84410667, 10.84410667, 10.84415913, 10.84282684, 10.84212017, 10.84177303, 10.84140968, 10.84132004, 10.84132004, 10.84132004, 10.84132004, 10.84132004, 10.84132004, 10.84140396, 10.84063435, 10.84012413, 10.83938122, 10.83934879, 10.83934879, 10.83934879, 10.83934879, 10.83934879, 10.83934879, 10.83938599, 10.83861732, 10.83816338, 10.83575058, 10.83555603, 10.83487606, 10.83494473, 10.83494473, 10.83494473, 10.83494473, 10.83494473, 10.83494473, 10.83494473, 10.83494473, 10.83494473, 10.83494473, 10.83489227, 10.83115673, 10.83121395, 10.83121395, 10.83121395, 10.83121395, 10.83121395, 10.83121395, 10.83121395, 10.83121395, 10.83121395, 10.83115673, 10.82821655, 10.82663536, 10.82533455, 10.82536602, 10.82536602, 10.82532883, 10.82475948, 10.82301617, 10.82179546, 10.82055473, 10.82057571, 10.82057571, 10.82057571, 10.82057571, 10.82055473, 10.8188324, 10.8184948, 10.81719398, 10.81649971, 10.81187153, 10.81039143, 10.80998039, 10.80971622, 10.80946922, 10.80813599, 10.80731869, 10.80628586, 10.80536938, 10.80418873, 10.80400467, 10.8034668, 10.80312443, 10.80283451, 10.80292511, 10.80292511, 10.80292511, 10.80280876, 10.80251312, 10.80199718, 10.80213356, 10.80213356, 10.80213356, 10.80213356, 10.80213356, 10.80213356, 10.80202293, 10.80114365, 10.80130863, 10.80130863, 10.80130863, 10.80130863, 10.80130863, 10.80130863, 10.80130863, 10.80114841, 10.80031586, 10.80045128, 10.80045128, 10.80045128, 10.80045128, 10.80045128, 10.80045128, 10.80031109, 10.79991531, 10.79975224, 10.79917812, 10.79813957, 10.79803467, 10.7980032, 10.79808712, 10.79826069, 10.79846668, 10.79879284, 10.79889297, 10.79889297, 10.79889297, 10.79883575, 10.79907227, 10.80021095, 10.8002739, 10.8002739, 10.8002739, 10.8002739, 10.80019474, 10.80035305, 10.80040073, 10.80069542, 10.80090141, 10.8011694, 10.80122757, 10.80122757, 10.80122757, 10.80122757, 10.80122757, 10.80122757, 10.80122757, 10.80122757, 10.80117989, 10.8014698, 10.80158615, 10.80169678, 10.80169678, 10.80169678, 10.80169678, 10.80169678, 10.80157566, 10.80159664, 10.80172348, 10.80168056, 10.80152321, 10.80134869, 10.80118561, 10.79979992, 10.79981041, 10.79981041, 10.79981041, 10.79981041, 10.79978943, 10.79847717, 10.79731274, 10.797328, 10.797328, 10.797328, 10.79729652, 10.79563141, 10.79506779, 10.79510975, 10.79510975, 10.79505157, 10.79364014, 10.79366112, 10.79366112, 10.79366112, 10.79360771, 10.79208565, 10.79061985, 10.79069424, 10.79069424, 10.79069424, 10.79069424, 10.79069424, 10.79069424, 10.79061985, 10.78710556, 10.78715706, 10.78715706, 10.78715706, 10.78715706, 10.78715706, 10.78710556, 10.78634644, 10.78639698, 10.78639698, 10.78639698, 10.78639698, 10.78634167, 10.7837801, 10.78404808, 10.78404808, 10.78404808, 10.78478146, 10.78331375, 10.78331375, 10.7830267, 10.78308487, 10.78309536, 10.78305817, 10.78295326, 10.78281593, 10.78267384, 10.78253174, 10.78239441, 10.78166676, 10.7811718, 10.7811718, 10.7811718, 10.78091335, 10.77924824, 10.77914333, 10.77914333, 10.77914333, 10.77914333, 10.77901077, 10.77795219, 10.77788925, 10.77788925, 10.77788925, 10.77788925, 10.77711964, 10.77641773, 10.77641773, 10.77641773, 10.77641773, 10.77641773, 10.77580738, 10.77517509, 10.77510166, 10.77510166, 10.77510166, 10.77510166, 10.77510166, 10.77516937, 10.77488518, 10.77333546, 10.77342033, 10.77342033, 10.77335644, 10.77074242, 10.7707901, 10.7707901, 10.77073765, 10.76889324, 10.76894569, 10.76894569, 10.76894569, 10.76888275, 10.76764965, 10.76772308, 10.76772308, 10.76772308, 10.76765442, 10.76633167, 10.76639462, 10.76639462, 10.76639462, 10.76634216, 10.76567841, 10.76566219, 10.76544094, 10.76523018, 10.76514053, 10.7644558, 10.7644558, 10.7633543, 10.7633543, 10.7633543, 10.76115131, 10.76094627, 10.7610302, 10.7610302, 10.7610302, 10.7610302, 10.7610302, 10.7610302, 10.76094055, 10.75936508, 10.75940704, 10.75940704, 10.75940704, 10.75940704, 10.75940704, 10.75940704, 10.75940704, 10.75936985, 10.75798416, 10.75798416, 10.75798416, 10.75798416, 10.75753593, 10.75761032, 10.75755215, 10.75753593, 10.75753593, 10.7574625, 10.75692463, 10.75696659, 10.75696659, 10.75691986, 10.75673008, 10.75714111, 10.75715065, 10.75715065, 10.75714588, 10.75764656, 10.75722027, 10.75725746, 10.75725746, 10.75725746, 10.75725746, 10.75720406, 10.75683022, 10.7565136, 10.75636005, 10.75619793, 10.75584412, 10.75589657, 10.75589657, 10.75589657, 10.75589657, 10.75589657, 10.75589657, 10.75586033, 10.75515366, 10.75519562, 10.75519562, 10.75519562, 10.75519562, 10.75519562, 10.75519562, 10.75516415, 10.75484276, 10.75487518, 10.75487518, 10.75487518, 10.75487518, 10.75487518, 10.75487518, 10.75484276, 10.75454235, 10.75457954, 10.75457954, 10.75457954, 10.75457954, 10.75457954, 10.75453758, 10.75409508, 10.75415802, 10.75415802, 10.75415802, 10.75415802, 10.75407887, 10.75377369, 10.75380993, 10.75370502, 10.75360966, 10.7516861, 10.75143337, 10.75132751, 10.75125313]","[106.78744507, 106.78762817, 106.78774261, 106.78796387, 106.78816986, 106.78827667, 106.78931427, 106.78993988, 106.7902832, 106.7902832, 106.7902832, 106.79064178, 106.79125977, 106.79180908, 106.79231262, 106.79270172, 106.79302216, 106.79333496, 106.7935257, 106.7936554, 106.79355621, 106.79331207, 106.79279327, 106.79230499, 106.79176331, 106.79172516, 106.79172516, 106.79172516, 106.79172516, 106.79172516, 106.79177856, 106.78869629, 106.78863525, 106.78863525, 106.78863525, 106.78863525, 106.78863525, 106.78863525, 106.78870392, 106.78684235, 106.78499603, 106.78496552, 106.78496552, 106.78496552, 106.78496552, 106.78496552, 106.78496552, 106.78496552, 106.78500366, 106.78275299, 106.78051758, 106.77606201, 106.77441406, 106.77387238, 106.77346039, 106.77210236, 106.77210236, 106.77210236, 106.77210236, 106.77210236, 106.77159882, 106.7702179, 106.76882935, 106.76883698, 106.76883698, 106.76883698, 106.76883698, 106.76883698, 106.76883698, 106.76883698, 106.76824188, 106.76776123, 106.76718903, 106.7667923, 106.7667923, 106.7667923, 106.7667923, 106.7667923, 106.7667923, 106.7667923, 106.7667923, 106.76529694, 106.76409149, 106.76409912, 106.76409912, 106.76409912, 106.76409912, 106.76409912, 106.76410675, 106.76276398, 106.76203156, 106.76019287, 106.7602005, 106.7602005, 106.7602005, 106.7602005, 106.76020813, 106.75894165, 106.75868225, 106.75867462, 106.75875854, 106.75872803, 106.75869751, 106.75869751, 106.75869751, 106.75876617, 106.75878906, 106.75900269, 106.75965881, 106.75961304, 106.75961304, 106.75961304, 106.75965881, 106.76055908, 106.76091003, 106.76141357, 106.76154327, 106.76158142, 106.76185608, 106.76221466, 106.76213074, 106.76213074, 106.76213074, 106.76213074, 106.76223755, 106.76306915, 106.7634964, 106.76390076, 106.76439667, 106.76435089, 106.76435089, 106.76435089, 106.76435089, 106.76435089, 106.76435089, 106.76441193, 106.76559448, 106.76603699, 106.76637268, 106.76633453, 106.76633453, 106.76633453, 106.76633453, 106.76633453, 106.76633453, 106.76637268, 106.76673889, 106.76689911, 106.76547241, 106.76577759, 106.76538849, 106.76524353, 106.76524353, 106.76524353, 106.76524353, 106.76524353, 106.76524353, 106.76524353, 106.76524353, 106.76524353, 106.76524353, 106.7653656, 106.76330566, 106.76319122, 106.76319122, 106.76319122, 106.76319122, 106.76319122, 106.76319122, 106.76319122, 106.76319122, 106.76319122, 106.76330566, 106.76166534, 106.76078796, 106.76003265, 106.75999451, 106.75999451, 106.76004791, 106.75971985, 106.75892639, 106.75853729, 106.75824738, 106.75814056, 106.75814056, 106.75814056, 106.75814056, 106.75827026, 106.75801849, 106.75790405, 106.75765991, 106.75750732, 106.7566452, 106.75634766, 106.75623322, 106.75605011, 106.75601959, 106.75546265, 106.75495148, 106.75418854, 106.7532959, 106.75157166, 106.75130463, 106.75016785, 106.74919891, 106.74797058, 106.74794769, 106.74794769, 106.74794769, 106.74799347, 106.74617767, 106.74342346, 106.74340057, 106.74340057, 106.74340057, 106.74340057, 106.74340057, 106.74340057, 106.74344635, 106.73879242, 106.7387619, 106.7387619, 106.7387619, 106.7387619, 106.7387619, 106.7387619, 106.7387619, 106.73880005, 106.73439026, 106.73435974, 106.73435974, 106.73435974, 106.73435974, 106.73435974, 106.73435974, 106.73440552, 106.73226166, 106.73191833, 106.72862244, 106.72284698, 106.72219849, 106.72155762, 106.72103119, 106.72050476, 106.72006989, 106.71955872, 106.71957397, 106.71957397, 106.71957397, 106.71948242, 106.71929169, 106.71717072, 106.71722412, 106.71722412, 106.71722412, 106.71722412, 106.71717072, 106.71686554, 106.71652985, 106.71595764, 106.71569061, 106.71483612, 106.71485901, 106.71485901, 106.71485901, 106.71485901, 106.71485901, 106.71485901, 106.71485901, 106.71485901, 106.71482086, 106.71377563, 106.71283722, 106.71283722, 106.71283722, 106.71283722, 106.71283722, 106.71283722, 106.71282959, 106.71151733, 106.71139526, 106.71115875, 106.71107483, 106.71108246, 106.71121979, 106.71112061, 106.71103668, 106.71103668, 106.71103668, 106.71103668, 106.71112061, 106.71099854, 106.71068573, 106.71059418, 106.71059418, 106.71059418, 106.7106781, 106.71002197, 106.7095108, 106.70944214, 106.70944214, 106.70949554, 106.70811462, 106.70805359, 106.70805359, 106.70805359, 106.70815277, 106.70676422, 106.70535278, 106.70526123, 106.70526123, 106.70526123, 106.70526123, 106.70526123, 106.70526123, 106.70533752, 106.70206451, 106.70201111, 106.70201111, 106.70201111, 106.70201111, 106.70201111, 106.70207977, 106.70135498, 106.70129395, 106.70129395, 106.70129395, 106.70129395, 106.70136261, 106.69888306, 106.69858551, 106.69858551, 106.69858551, 106.69780731, 106.69641113, 106.69641113, 106.69620514, 106.69605255, 106.69590759, 106.695755, 106.69561768, 106.69554138, 106.69554138, 106.69556427, 106.69561005, 106.6949234, 106.6944046, 106.6944046, 106.6944046, 106.69424438, 106.69272614, 106.69254303, 106.69254303, 106.69254303, 106.69254303, 106.69248962, 106.69148254, 106.6913681, 106.6913681, 106.6913681, 106.6913681, 106.69073486, 106.69004059, 106.69004059, 106.69004059, 106.69004059, 106.69004059, 106.68955231, 106.69025421, 106.69018555, 106.69018555, 106.69018555, 106.69018555, 106.69018555, 106.69026184, 106.6905899, 106.68912506, 106.68901825, 106.68901825, 106.68912506, 106.68669891, 106.68663025, 106.68663025, 106.68669128, 106.68494415, 106.68488312, 106.68488312, 106.68488312, 106.68495178, 106.68373871, 106.68365479, 106.68365479, 106.68365479, 106.68373871, 106.68244171, 106.68238068, 106.68238068, 106.68238068, 106.68242645, 106.68173981, 106.6815033, 106.68134308, 106.681427, 106.68167877, 106.6819458, 106.6819458, 106.68238831, 106.68238831, 106.68238831, 106.68325043, 106.68270111, 106.68267059, 106.68267059, 106.68267059, 106.68267059, 106.68267059, 106.68267059, 106.68271637, 106.6787796, 106.67876434, 106.67876434, 106.67876434, 106.67876434, 106.67876434, 106.67876434, 106.67876434, 106.67878723, 106.67527008, 106.67527008, 106.67527008, 106.67527008, 106.67421722, 106.67405701, 106.67393494, 106.67353058, 106.67353058, 106.67355347, 106.67066193, 106.6706543, 106.6706543, 106.67066956, 106.66966248, 106.66957092, 106.6696167, 106.6696167, 106.66956329, 106.66944885, 106.66859436, 106.66856384, 106.66856384, 106.66856384, 106.66856384, 106.66860199, 106.66786194, 106.66710663, 106.66664886, 106.6661911, 106.66451263, 106.66451263, 106.66451263, 106.66451263, 106.66451263, 106.66451263, 106.66451263, 106.66451263, 106.66108704, 106.66107178, 106.66107178, 106.66107178, 106.66107178, 106.66107178, 106.66107178, 106.66107941, 106.65950775, 106.65950012, 106.65950012, 106.65950012, 106.65950012, 106.65950012, 106.65950012, 106.65950775, 106.65795135, 106.6579361, 106.6579361, 106.6579361, 106.6579361, 106.6579361, 106.65794373, 106.65553284, 106.65551758, 106.65551758, 106.65551758, 106.65551758, 106.6555481, 106.65386963, 106.65373993, 106.65366364, 106.65373993, 106.65327454, 106.65311432, 106.65296173, 106.652565]",6,2
